VendorNumber,VendorName,Brand,Volume,Description,ActualPrice,PurchasePrice,TotalPurchaseQuantity,TotalPurchaseDollar,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,ExciseTax,TotalFreight,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
4425,MARTIGNETTI COMPANIES,19948,750,Josh Cellars Pnt Nr,15.99,10.06,10476,105388.56,10040,165773.68,67719.27,1121.0,144929.24,60385.119999999995,36.4262408845602,0.9583810614738449,1.5729760421814283
4425,MARTIGNETTI COMPANIES,11214,750,Caymus Cab Svgn Napa Vly,74.99,50.33,7505,377726.65,7612,534970.92,222174.11,849.0,144929.24,157244.27000000002,29.393049999801857,1.014257161892072,1.416291172465591
4425,MARTIGNETTI COMPANIES,36770,1500,Yellow Tail Cab Svgn Ausl,9.99,6.13,34120,209155.6,33726,326204.5,101508.53,7570.0,144929.24,117048.9,35.88206171282125,0.9884525205158265,1.5596259435558981
4425,MARTIGNETTI COMPANIES,31466,750,Ch Carignan Brdx,21.99,15.06,1742,26234.52,1730,39131.7,25335.78,192.0,144929.24,12897.179999999997,32.958394345249495,0.9931113662456946,1.4916110529180635
4425,MARTIGNETTI COMPANIES,19494,750,Lincourt Lindsays Pnt Nr,14.99,10.13,1874,18983.62,3169,47503.31,19696.86,353.0,144929.24,28519.69,60.03726898188779,1.691035218783351,2.502331483668552
4425,MARTIGNETTI COMPANIES,38416,750,Acquese Moscato D'Asti Dolc,11.99,8.21,1269,10418.49,1234,14795.66,8225.14,137.0,144929.24,4377.17,29.584148324576258,0.9724192277383766,1.4201347796081774
4425,MARTIGNETTI COMPANIES,32924,750,Silverado Cab Svgn Napa,44.99,27.51,3690,101511.9,3811,173540.89,97413.67,423.0,144929.24,72028.99000000002,41.50548611338804,1.0327913279132792,1.709562031643581
4425,MARTIGNETTI COMPANIES,35414,1500,Yellow Tail Shiraz Ausl,9.99,6.13,31177,191115.01,31008,301591.72,102776.72,6957.0,144929.24,110476.70999999996,36.63121454395365,0.9945793373320075,1.578064014961462
4425,MARTIGNETTI COMPANIES,23275,750,Black Ink Red Wine,11.99,7.09,1574,11159.66,1457,15844.43,10140.69,162.0,144929.24,4684.77,29.567299044522272,0.9256670902160101,1.419795047519369
4425,MARTIGNETTI COMPANIES,27644,750,Cline Znfdl Cal,11.99,6.84,7924,54200.16,7999,79910.01,41148.81,890.0,144929.24,25709.84999999999,32.173503669940715,1.009464916708733,1.4743500757193335
4425,MARTIGNETTI COMPANIES,45474,750,Belle Glos Alturas Pnt Nr,49.99,33.55,540,18117.0,478,25995.22,15802.1,53.0,144929.24,7878.220000000001,30.30641787220882,0.8851851851851852,1.4348523486228404
4425,MARTIGNETTI COMPANIES,10239,750,Cannonball Cab Svgn Cal,14.99,9.08,4712,42784.96,4842,71724.58,38013.49,539.0,144929.24,28939.620000000003,40.34825996889769,1.0275891341256367,1.676397032976074
4425,MARTIGNETTI COMPANIES,8737,750,Freixenet Cordon Negro Brut,10.99,7.14,11861,84687.54,11624,142631.76,53821.17,1298.0,144929.24,57944.220000000016,40.625047324663186,0.9800185481831212,1.6842118687117376
4425,MARTIGNETTI COMPANIES,46458,750,Layer Cake Barosa Shiraz,14.99,7.71,3148,24271.08,4467,68437.41,42683.03,495.0,144929.24,44166.33,64.53536158074947,1.4189961880559085,2.819710124147751
4425,MARTIGNETTI COMPANIES,11227,750,Girard Svgn Bl Napa Vly,16.99,9.73,1219,11860.87,1224,19401.76,12430.19,136.0,144929.24,7540.889999999998,38.86704092824568,1.0041017227235438,1.6357788256679313
4425,MARTIGNETTI COMPANIES,6867,750,Rodney Strong Pnt Nr,19.99,12.74,4859,61903.66,5022,95711.78,51464.12,558.0,144929.24,33808.119999999995,35.32284113825905,1.0335459971187486,1.5461408905386207
4425,MARTIGNETTI COMPANIES,44035,750,De Loach Pnt Nr,11.99,6.84,3258,22284.72,3292,33177.08,15113.0,367.0,144929.24,10892.36,32.83097849479219,1.0104358502148558,1.488781550766624
4425,MARTIGNETTI COMPANIES,18868,750,Josh Cellars Merlot,14.99,9.33,6388,59600.04,6223,89948.31,45941.16,693.0,144929.24,30348.269999999997,33.73967782162889,0.974170319348779,1.5091988193296515
4425,MARTIGNETTI COMPANIES,10609,750,Oyster Bay Chard Marlboro,11.99,7.84,13963,109469.92,12925,127787.99,37366.67,1448.0,144929.24,18318.070000000007,14.334735212597058,0.9256606746401204,1.1673342777632432
4425,MARTIGNETTI COMPANIES,8149,750,Sebastiani Cab Svgn Sonoma,17.99,11.25,1775,19968.75,1797,35922.03,21609.19,199.0,144929.24,15953.279999999999,44.41085317283015,1.012394366197183,1.7989123004694836
4425,MARTIGNETTI COMPANIES,36648,750,Groth Cab Svgn Napa,59.99,39.18,1743,68290.74,1727,104334.73,64250.38,192.0,144929.24,36043.98999999999,34.54649281212497,0.9908204245553643,1.5278020123958238
4425,MARTIGNETTI COMPANIES,15922,750,Primo Amore Moscato,11.49,7.82,7218,56444.76,6959,70048.41,33225.54,776.0,144929.24,13603.650000000001,19.42035515153021,0.9641174840676088,1.241008199875418
4425,MARTIGNETTI COMPANIES,25994,750,Rodney Strong Merlot Sonoma,16.99,11.72,5139,60229.08,4150,67047.42,34631.25,462.0,144929.24,6818.3399999999965,10.169429338220617,0.807550107024713,1.113206776527219
4425,MARTIGNETTI COMPANIES,34175,1500,Lindemans Bin 50 Shiraz,9.99,6.49,8564,55580.36,8580,88031.4,44510.18,1920.0,144929.24,32451.039999999994,36.86302841940489,1.0018682858477348,1.583858039062719
4425,MARTIGNETTI COMPANIES,14539,750,Dom de Dionysos La Deveze,14.99,10.06,4623,46507.38,4304,64516.96,31583.93,479.0,144929.24,18009.58,27.91448946137574,0.9309971879731775,1.3872413367512855
4425,MARTIGNETTI COMPANIES,46202,1500,Yellow Tail Pnt Grigio Ausl,9.99,6.05,33781,204375.05,33442,322375.46,97743.69,7507.0,144929.24,118000.41000000003,36.60340957714338,0.9899647730973032,1.5773718954441849
4425,MARTIGNETTI COMPANIES,14930,1500,Yellow Tail Moscato,9.99,5.93,16029,95051.97,15732,154020.92,69332.24,3523.0,144929.24,58968.95000000001,38.286325000525906,0.9814710836608647,1.6203864054579826
4425,MARTIGNETTI COMPANIES,35380,750,Liberty School Chard Cntrl C,15.99,8.6,510,4386.0,808,10495.92,6300.15,90.0,144929.24,6109.92,58.212333935472074,1.584313725490196,2.393050615595075
4425,MARTIGNETTI COMPANIES,23739,750,Liberty School Cab Svgn,12.99,7.25,17319,125562.75,17253,221735.87,80911.5,1929.0,144929.24,96173.12,43.37282912322666,0.996189156417807,1.7659367129184411
4425,MARTIGNETTI COMPANIES,26383,750,Buehler Chard RRV,15.99,7.89,13406,105773.34,12974,161330.26,51443.76,1452.0,144929.24,55556.92000000001,34.43676344413008,0.9677756228554378,1.525245019208054
4425,MARTIGNETTI COMPANIES,46201,750,Petite Petit Phillips Lodi,17.99,11.25,4879,54888.75,4825,84721.75,45695.11,537.0,144929.24,29833.0,35.212917580196354,0.9889321582291453,1.5435175696294778
4425,MARTIGNETTI COMPANIES,28580,750,Silverado Chard,28.99,14.83,1314,19486.62,1718,42805.82,24443.2,191.0,144929.24,23319.2,54.47670433599917,1.3074581430745815,2.196677515136027
4425,MARTIGNETTI COMPANIES,6459,750,Freixenet Cordon Negro Extr,10.99,7.53,10080,75902.4,9789,107581.11,42278.53,1093.0,144929.24,31678.710000000006,29.446349828515437,0.9711309523809524,1.4173611111111113
4425,MARTIGNETTI COMPANIES,6983,750,J Lohr Seven Oaks Cab Svgn,11.99,8.27,23576,194973.52,25703,408147.97,131706.89,2876.0,144929.24,213174.44999999998,52.22969747956851,1.0902188666440449,2.0933507791211854
4425,MARTIGNETTI COMPANIES,29434,750,Clos du Val Merlot Napa,31.99,16.44,521,8565.24,502,13062.98,7983.93,56.0,144929.24,4497.74,34.43119410731701,0.963531669865643,1.5251154667002909
4425,MARTIGNETTI COMPANIES,6595,750,Bogle Merlot,6.95,4.48,63188,283082.24,62368,502198.46,109537.96,6997.0,144929.24,219116.22000000003,43.63140022372829,0.9870228524403367,1.7740373256902306
4425,MARTIGNETTI COMPANIES,43434,750,Phillips Earthquake Cab Svgn,25.99,15.58,8948,139409.84,9063,220169.45,106633.96,1009.0,144929.24,80759.61000000002,36.68066119073287,1.0128520339740723,1.5792963394836406
4425,MARTIGNETTI COMPANIES,41159,750,Phillips Earthquake Ld Znfdl,25.99,16.1,6472,104199.2,6270,152217.7,76975.59,698.0,144929.24,48018.500000000015,31.545937167622434,0.9687886279357231,1.4608336724274276
4425,MARTIGNETTI COMPANIES,13154,750,Clayhouse Malbec Paso Robles,12.99,7.79,1137,8857.23,1480,20705.2,12785.92,164.0,144929.24,11847.970000000001,57.22219539052992,1.3016710642040457,2.3376608714011042
4425,MARTIGNETTI COMPANIES,3505,750,Tito's Handmade Vodka,18.99,13.76,69299,953554.24,70603,1355204.97,331321.59,55585.0,144929.24,401650.73,29.63763702844153,1.0188170103464695,1.4212143506383024
4425,MARTIGNETTI COMPANIES,41537,750,Mer Soleil Chard Central Cst,27.99,18.06,3861,69729.66,3682,104150.58,47768.62,410.0,144929.24,34420.92,33.04918705205482,0.9536389536389537,1.4936338424710518
4425,MARTIGNETTI COMPANIES,6249,750,Rodney Strong Chard,11.99,7.84,8999,70552.16,8789,110736.63,49451.24,980.0,144929.24,40184.47,36.28832663591081,0.9766640737859762,1.5695710804601872
4425,MARTIGNETTI COMPANIES,21317,750,Bartenura Moscato,13.99,9.33,4618,43085.94,4564,63850.36,30456.23,509.0,144929.24,20764.42,32.52044311104902,0.9883066262451278,1.481930300232512
4425,MARTIGNETTI COMPANIES,46764,750,Clayhouse Adobe Red Paso Rbl,12.99,8.21,4003,32864.63,4896,61676.04,37110.64,543.0,144929.24,28811.410000000003,46.71410486146647,1.223082687984012,1.8766692337628632
4425,MARTIGNETTI COMPANIES,3485,1750,Luksusowa Potato Vodka,19.99,15.03,24202,363756.06,23843,485688.57,237850.84,43810.0,144929.24,121932.51000000001,25.105081225197456,0.9851665151640361,1.3352040650539265
4425,MARTIGNETTI COMPANIES,38011,750,Yellow Tail RSV Shiraz Ausl,9.99,6.45,739,4766.55,772,8818.28,5670.03,86.0,144929.24,4051.7300000000005,45.94694203404745,1.0446549391069013,1.8500340917435043
4425,MARTIGNETTI COMPANIES,29433,750,Clos du Val Carneros Chard,22.99,13.79,1233,17003.07,1175,24958.25,10674.96,131.0,144929.24,7955.18,31.87394949565775,0.9529602595296026,1.4678672733806306
4425,MARTIGNETTI COMPANIES,45392,750,Norton RSV Malbec Mendoza,18.99,12.25,1043,12776.75,997,18933.03,11564.91,111.0,144929.24,6156.279999999999,32.5160843245904,0.9558964525407478,1.4818345823468408
4425,MARTIGNETTI COMPANIES,36473,750,The Crossings Svgn Bl Marlbo,13.99,8.38,3907,32740.66,3590,49761.1,26061.19,399.0,144929.24,17020.44,34.204308184505564,0.9188635781929869,1.519856349871994
4425,MARTIGNETTI COMPANIES,46762,750,Clayhouse Cab Svgn Paso Rbls,12.99,7.99,1864,14893.36,2392,33865.08,17397.72,266.0,144929.24,18971.72,56.02148289624592,1.2832618025751072,2.2738374685094564
4425,MARTIGNETTI COMPANIES,23129,750,Sensi 18K Prosecco,19.99,12.24,3620,44308.8,3352,66119.48,37177.14,373.0,144929.24,21810.679999999993,32.98676880096455,0.9259668508287293,1.4922426244899432
4425,MARTIGNETTI COMPANIES,6659,750,Rosemount Diamond Chard,8.99,5.95,1971,11727.45,2042,18625.58,10611.39,227.0,144929.24,6898.130000000001,37.03578626813233,1.0360223236935566,1.5882037442069674
4425,MARTIGNETTI COMPANIES,23436,750,Dom R Bouvier Marsny Rose 14,18.99,12.41,130,1613.3,187,3551.13,1291.32,21.0,144929.24,1937.8300000000002,54.56939058834793,1.4384615384615385,2.201159114857745
4425,MARTIGNETTI COMPANIES,35412,1500,Yellow Tail Chard Ausl,9.99,5.97,51294,306225.18,50797,491916.09,117789.6,11409.0,144929.24,185690.91000000003,37.74849283746747,0.9903107575934808,1.6063868098632517
4425,MARTIGNETTI COMPANIES,36771,1500,Yellow Tail Merlot Ausl,9.99,5.97,31192,186216.24,31154,303929.88,101533.08,6991.0,144929.24,117713.64000000001,38.73052560676167,0.9987817389074122,1.6321341253587764
4425,MARTIGNETTI COMPANIES,22758,750,Copain Tous Ensemble 12 Chrd,15.99,10.45,3073,32112.85,4086,65335.14,31468.32,455.0,144929.24,33222.29,50.84903774599703,1.3296452977546371,2.0345481637413063
4425,MARTIGNETTI COMPANIES,33582,750,Villa Cornaro Prosecco Del,9.95,6.46,23406,151202.76,23538,258911.62,81723.83,2634.0,144929.24,107708.85999999999,41.60062804442689,1.0056395795949757,1.7123471820223386
4425,MARTIGNETTI COMPANIES,10238,750,Layer Cake Primitivo Puglia,15.99,10.66,2103,22417.98,2139,34630.61,20399.39,237.0,144929.24,12212.630000000001,35.26541981212575,1.0171184022824535,1.5447694216874135
4425,MARTIGNETTI COMPANIES,23143,750,Bogle Chard,6.79,4.65,74342,345690.3,72139,591669.53,101451.92,8099.0,144929.24,245979.23000000004,41.57375317265367,0.9703666837050389,1.7115595375398154
4425,MARTIGNETTI COMPANIES,8609,750,Duboeuf Beaujolais Villages,9.99,7.63,3830,29222.9,3830,42893.7,24464.24,425.0,144929.24,13670.799999999996,31.871347074278965,1.0,1.4678112028580323
4425,MARTIGNETTI COMPANIES,29835,750,Casal Garcia Vinho Verde Wh,6.99,4.82,14285,68853.7,14249,106802.51,38908.5,1593.0,144929.24,37948.81,35.53175857009353,0.9974798739936996,1.5511513542482103
4425,MARTIGNETTI COMPANIES,10666,750,Clayhouse Adobe Cntrl Cst Wh,12.99,7.74,5947,46029.78,5636,31188.64,8111.33,632.0,144929.24,-14841.14,-47.58508226072057,0.9477047250714646,0.6775752567142402
4425,MARTIGNETTI COMPANIES,38369,750,Oyster Bay Pnt Nr Marlboro,14.99,9.0,3860,34740.0,3388,52515.12,26166.11,377.0,144929.24,17775.120000000003,33.84762331305728,0.877720207253886,1.5116614853195165
4425,MARTIGNETTI COMPANIES,17345,750,Bogle Essential Red,8.95,6.01,18650,112086.5,18136,186549.84,73220.31,2026.0,144929.24,74463.34,39.916056749231196,0.9724396782841823,1.664338167397501
4425,MARTIGNETTI COMPANIES,35607,750,Castle Rock Merlot Cal,9.99,4.63,1142,5287.46,1260,13279.4,8902.56,139.0,144929.24,7991.94,60.182990195340146,1.1033274956217163,2.511489448619942
4425,MARTIGNETTI COMPANIES,6236,750,Duboeuf Beaujolais,10.99,6.49,1310,8501.9,1393,15032.07,7818.74,155.0,144929.24,6530.17,43.441588550346026,1.0633587786259542,1.768083604841271
4425,MARTIGNETTI COMPANIES,28946,750,Silverado Merlot Napa,29.99,18.06,1250,22575.0,1130,36224.7,21106.4,125.0,144929.24,13649.699999999997,37.68064331795708,0.904,1.6046378737541527
4425,MARTIGNETTI COMPANIES,2640,750,Michter's Small Batch Bourbn,44.99,30.07,2615,78633.05,2521,108431.79,89193.28,1988.0,144929.24,29798.73999999999,27.481553149680543,0.9640535372848948,1.3789594833215804
4425,MARTIGNETTI COMPANIES,37786,1500,Lindemans Bin 45 Cab Svgn,9.99,6.45,8988,57972.6,9100,91719.28,43024.82,2038.0,144929.24,33746.68,36.79344190229143,1.0124610591900312,1.582114309173644
4425,MARTIGNETTI COMPANIES,32263,1500,Lindemans Bin 65 Chard,9.99,6.8,20546,139712.8,18623,191345.57,68839.45,4179.0,144929.24,51632.77000000002,26.98404253623432,0.906405139686557,1.3695636333965107
4425,MARTIGNETTI COMPANIES,6524,750,Rosemount Diamond Shiraz,6.99,4.57,14407,65839.99,14510,112071.9,44274.45,1620.0,144929.24,46231.90999999999,41.25200875509382,1.0071493024224336,1.7021858599917767
4425,MARTIGNETTI COMPANIES,41970,750,Troublemaker Red,15.99,8.81,2709,23866.29,3031,47977.69,26272.42,337.0,144929.24,24111.4,50.25544164381404,1.1188630490956073,2.0102701341515585
4425,MARTIGNETTI COMPANIES,21251,750,Renwood Old Vine Zinfandel,17.99,11.72,1261,14778.92,1210,21183.9,11036.69,135.0,144929.24,6404.980000000001,30.235131396957126,0.9595559080095163,1.4333862014274386
4425,MARTIGNETTI COMPANIES,13793,1500,Yellow Tail Svgn Bl,9.99,6.8,2921,19862.8,2919,31675.81,16750.75,652.0,144929.24,11813.010000000002,37.29347410531886,0.9993153029784321,1.5947303502023884
4425,MARTIGNETTI COMPANIES,16484,750,Layer Cake Centrl Cst Pnt Nr,15.99,10.52,1706,17947.12,1686,27231.14,17735.03,187.0,144929.24,9284.02,34.09339454756577,0.9882766705744431,1.5172985972122548
4425,MARTIGNETTI COMPANIES,211,750,Cold River Gin,24.99,19.83,2534,50249.22,2492,70184.08,54607.63,1965.0,144929.24,19934.86,28.403677871106954,0.9834254143646409,1.3967197898793255
4425,MARTIGNETTI COMPANIES,23258,750,David Bruce Pnt Nr Anderson,29.99,19.35,9,174.15,208,6237.92,1349.55,23.0,144929.24,6063.77,97.20820401672353,23.11111111111111,35.819236290554116
4425,MARTIGNETTI COMPANIES,29431,750,Clos du Val Cab Svgn Napa,34.99,19.86,2376,47187.36,3134,100738.66,51174.17,349.0,144929.24,53551.3,53.15863840158287,1.319023569023569,2.1348653537727054
4425,MARTIGNETTI COMPANIES,19121,750,Liberty School Pnt Nr CC,17.99,8.21,2560,21017.6,4675,56137.25,24028.0,521.0,144929.24,35119.65,62.5603320433402,1.826171875,2.6709638588611453
4425,MARTIGNETTI COMPANIES,42053,750,Paraduxx Red Duckhorn Napa,32.99,22.6,1036,23413.6,964,39109.36,22490.5,107.0,144929.24,15695.760000000002,40.133001409381286,0.9305019305019305,1.6703693579799777
4425,MARTIGNETTI COMPANIES,31558,750,J Lohr Los Osos Merlot,12.99,8.44,3205,27050.2,3977,59884.23,33023.07,442.0,144929.24,32834.03,54.82917622886693,1.2408736349453977,2.2138183821191713
4425,MARTIGNETTI COMPANIES,15528,750,Cannonball Chard,14.99,9.33,1845,17213.85,2001,30223.99,13461.01,223.0,144929.24,13010.140000000003,43.04573949369359,1.0845528455284552,1.755794897713179
4425,MARTIGNETTI COMPANIES,19940,750,Bogle Petite Sirah,10.99,6.57,7376,48460.32,7384,82941.16,45477.73,821.0,144929.24,34480.840000000004,41.57265222719335,1.0010845986984815,1.7115272866543185
4425,MARTIGNETTI COMPANIES,3500,50,Tito's Handmade Vodka,1.49,1.07,70021,74922.47,68553,120059.97,22638.94,3587.0,144929.24,45137.5,37.59579483486461,0.9790348609702804,1.6024561122984866
4425,MARTIGNETTI COMPANIES,15355,750,Decoy Duckhorn Chard Sonoma,15.99,9.12,7247,66092.64,5863,101184.37,44875.74,654.0,144929.24,35091.729999999996,34.68097889031675,0.8090244238995447,1.5309476213992965
4425,MARTIGNETTI COMPANIES,18641,1500,Yellow Tail Big Bold Red,9.99,6.01,9221,55418.21,9235,89675.35,41011.45,2068.0,144929.24,34257.14000000001,38.20128942903485,1.0015182735061272,1.618156739454414
4425,MARTIGNETTI COMPANIES,27830,750,Silverado Svgn Bl Napa,17.99,10.95,2762,30243.9,2502,47609.98,27654.52,278.0,144929.24,17366.08,36.475713705403784,0.9058653149891384,1.5742010785646032
4425,MARTIGNETTI COMPANIES,41321,750,Bogle Phantom Red Cal,16.95,10.94,12769,139692.86,12186,211854.54,82585.19,1361.0,144929.24,72161.68000000002,34.06189926352299,0.9543425483593077,1.5165738606826435
4425,MARTIGNETTI COMPANIES,26557,750,King Est Pnt Gris Ore,17.99,11.4,3563,40618.2,2808,50540.92,29269.8,312.0,144929.24,9922.720000000001,19.633041899514296,0.788099915801291,1.2442924600302327
4425,MARTIGNETTI COMPANIES,11888,750,Penfolds Koonunga Hills Shir,10.99,7.53,3290,24773.7,3726,48732.74,28569.23,413.0,144929.24,23959.039999999997,49.16415535018142,1.1325227963525837,1.9671159334294028
4425,MARTIGNETTI COMPANIES,35413,750,Yellow Tail Shiraz Ausl,6.99,4.72,5652,26677.44,5770,43744.3,23674.83,641.0,144929.24,17066.860000000004,39.01504881778884,1.0208775654635527,1.639748791488239
4425,MARTIGNETTI COMPANIES,35375,750,Hess Allomi Cab Svgn,31.99,19.73,3056,60294.88,2863,88957.37,52817.02,318.0,144929.24,28662.489999999998,32.220478190845796,0.9368455497382199,1.4753718723712528
4425,MARTIGNETTI COMPANIES,19947,750,Josh Cellars Svgn Bl,12.99,8.72,4621,40295.12,4485,63200.15,34055.8,499.0,144929.24,22905.03,36.24205005842549,0.9705691408785977,1.5684318597388467
4425,MARTIGNETTI COMPANIES,31524,750,Rosemount Pnt Nr Ausl,8.99,6.03,806,4860.18,867,7923.33,4650.91,96.0,144929.24,3063.1499999999996,38.6598816406738,1.0756823821339951,1.630254435020925
4425,MARTIGNETTI COMPANIES,18951,750,Caymus Conundrum Red,17.99,12.07,3679,44405.53,3529,80228.71,37218.61,393.0,144929.24,35823.18000000001,44.65132245052925,0.9592280511008426,1.8067279007817272
4425,MARTIGNETTI COMPANIES,10236,750,Layer Cake Malbec Mendoza,14.99,7.81,11985,93602.85,12944,178565.6,80862.05,1444.0,144929.24,84962.75,47.58069303382062,1.0800166875260742,1.9076940499140784
4425,MARTIGNETTI COMPANIES,28214,750,Lagaria Venezie Pnt Grigio,11.99,8.1,3056,24753.6,3060,36689.4,15467.1,342.0,144929.24,11935.800000000003,32.53201197075995,1.0013089005235603,1.4821844095404306
4425,MARTIGNETTI COMPANIES,25036,750,Albola Pinot Grigio,10.99,7.53,5883,44298.99,5789,64481.99,34868.93,644.0,144929.24,20183.0,31.300212664032234,0.9840217576066632,1.4556085815952011
4425,MARTIGNETTI COMPANIES,10021,750,Clayhouse Syrah Paso Robles,12.99,7.89,391,3084.99,378,5424.22,3670.43,42.0,144929.24,2339.2300000000005,43.12564755854299,0.9667519181585678,1.7582617771856637
4425,MARTIGNETTI COMPANIES,21609,750,Josh Cellars Legacy Red,14.99,9.58,11626,111377.08,10977,156988.39,60905.32,1227.0,144929.24,45611.31000000001,29.05393831989742,0.9441768450025805,1.4095215101706744
4425,MARTIGNETTI COMPANIES,29353,750,Elk Cove Pnt Nr Ore,28.99,17.41,1192,20752.72,1308,37213.92,22888.95,145.0,144929.24,16461.199999999997,44.2339855623917,1.0973154362416107,1.7932068663770337
4425,MARTIGNETTI COMPANIES,24493,750,Buehler Cab Svgn Napa,23.99,14.76,1878,27719.28,2950,70717.5,34138.96,329.0,144929.24,42998.22,60.80279987273306,1.5708200212992545,2.551202628639705
4425,MARTIGNETTI COMPANIES,39979,1500,Little Penguin Chard Ausl,14.99,7.84,3591,28153.44,3579,44517.21,23788.91,800.0,144929.24,16363.77,36.758300890824025,0.9966583124477861,1.5812351883109135
4425,MARTIGNETTI COMPANIES,12994,750,Acrobat Pnt Gris Oregon,12.99,8.16,10611,86585.76,9170,110585.18,46819.68,1023.0,144929.24,23999.42,21.702202772559577,0.8641975308641975,1.2771751382675396
4425,MARTIGNETTI COMPANIES,11456,750,Burgess Cab Svgn Napa,35.99,22.72,1926,43758.72,1856,66261.44,48955.3,205.0,144929.24,22502.72,33.96050553685522,0.9636552440290758,1.514245389261843
4425,MARTIGNETTI COMPANIES,43308,750,Penfolds Koonunga Hil Shiraz,9.99,6.89,1792,12346.88,2209,26953.91,16567.44,245.0,144929.24,14607.03,54.19261992044939,1.2327008928571428,2.1830543424735644
4425,MARTIGNETTI COMPANIES,3176,750,Smugglers Notch Vodka,27.99,20.89,1721,35951.69,1622,44964.78,33058.08,1278.0,144929.24,9013.089999999997,20.044777267897224,0.9424753050552005,1.250700036632492
4425,MARTIGNETTI COMPANIES,15007,750,Sean Minor Carneros Pnt Nr,19.99,13.79,1695,23374.05,1669,32844.31,18446.63,185.0,144929.24,9470.259999999998,28.833791910988538,0.984660766961652,1.4051612792819386
4425,MARTIGNETTI COMPANIES,21218,750,Heitz Znfdl Ink Grade Vyd,25.99,17.44,533,9295.52,518,15260.82,10472.45,57.0,144929.24,5965.299999999999,39.088987354545814,0.9718574108818011,1.64173924643269
4425,MARTIGNETTI COMPANIES,33982,750,Lyeth Estate Meritage N Cst,18.99,10.8,5715,61722.0,6005,58140.95,17674.45,673.0,144929.24,-3581.050000000003,-6.159256083706928,1.0507436570428696,0.9419809792294481
4425,MARTIGNETTI COMPANIES,14004,750,Layer Cake Virgin Chard,12.99,8.9,3929,34968.1,3832,50555.68,29856.35,425.0,144929.24,15587.580000000002,30.832499928791385,0.9753117841689998,1.4457657121776706
4425,MARTIGNETTI COMPANIES,38528,750,Seghesio Old Vine Znfdl,38.99,25.48,783,19950.84,784,31398.16,20550.87,87.0,144929.24,11447.32,36.45856954675051,1.0012771392081736,1.5737763422492486
4425,MARTIGNETTI COMPANIES,43872,750,Joseph Carr Cab Svgn Napa,18.99,12.66,9517,120485.22,9219,194304.61,85644.3,1029.0,144929.24,73819.38999999998,37.99157930426869,0.9686876116423243,1.612684194791693
4425,MARTIGNETTI COMPANIES,18642,1500,Yellow Tail Pink Moscato,9.99,5.81,6866,39891.46,6784,66912.72,33255.24,1518.0,144929.24,27021.260000000002,40.38284499568991,0.9880570929216429,1.6773695422529034
4425,MARTIGNETTI COMPANIES,20699,750,Fantini Monteplciano D'Abruz,11.99,7.94,2242,17801.48,2237,27395.63,16462.59,248.0,144929.24,9594.150000000001,35.020731408622474,0.9977698483496877,1.5389523792403779
4425,MARTIGNETTI COMPANIES,3390,750,Cold River Blueberry Vodka,29.99,22.55,3249,73264.95,3169,100693.31,67348.86,2497.0,144929.24,27428.36,27.239505782459627,0.9753770390889505,1.3743721929790438
4425,MARTIGNETTI COMPANIES,8929,750,Sebastiani Chard Sonoma,8.99,5.8,2641,15317.8,3057,39102.43,19408.83,340.0,144929.24,23784.63,60.82647549014217,1.1575160923892465,2.5527445194479625
4425,MARTIGNETTI COMPANIES,40621,750,Santa Margherita Prosecco V,17.99,10.52,2629,27657.08,2314,43787.86,26135.25,257.0,144929.24,16130.779999999999,36.83847532169875,0.8801825789273487,1.5832423379474623
4425,MARTIGNETTI COMPANIES,8491,750,Forbidden Secret Dark Mocha,19.99,14.92,1614,24080.88,1696,34479.04,27853.32,1338.0,144929.24,10398.16,30.15791622968621,1.050805452292441,1.4318014956264056
4425,MARTIGNETTI COMPANIES,17351,750,Wine by Joe Pnt Nr,16.99,11.18,713,7971.34,685,11691.15,8054.29,76.0,144929.24,3719.8099999999995,31.81731480649893,0.9607293127629734,1.46664801651918
4425,MARTIGNETTI COMPANIES,25382,750,Drouhin Laforet Red Bourgog,17.99,12.24,202,2472.48,243,4371.57,2194.78,27.0,144929.24,1899.0899999999997,43.44182982315278,1.202970297029703,1.768091147350029
4425,MARTIGNETTI COMPANIES,33579,750,Tommasi Valpo Clsc Supr Rafl,15.99,10.52,1950,20514.0,1936,33620.64,21494.64,215.0,144929.24,13106.64,38.98390988392844,0.9928205128205129,1.6389119625621527
4425,MARTIGNETTI COMPANIES,19122,750,Liberty School Merlot CC,13.99,7.3,1144,8351.2,1723,24180.77,14108.94,191.0,144929.24,15829.57,65.46346539005995,1.506118881118881,2.8954844812721525
4425,MARTIGNETTI COMPANIES,19870,1500,Yellow Tail Sangria,9.99,5.89,10405,61285.45,10180,98812.56,46711.72,2278.0,144929.24,37527.11,37.97807687605705,0.9783757808745795,1.61233310679778
4425,MARTIGNETTI COMPANIES,18014,750,Argyle Brut,21.99,13.6,647,8799.2,689,14523.11,9227.64,76.0,144929.24,5723.91,39.41242612635998,1.0649149922720247,1.6505034548595325
4425,MARTIGNETTI COMPANIES,26966,750,De Loach Cab Svgn Cal,11.99,6.53,3363,21960.39,3441,35659.59,18444.03,382.0,144929.24,13699.199999999997,38.41659424575548,1.023193577163247,1.6238140579470581
